tree_id,x,y,z
1,8.270623303044147,-1.9150388284358781,0.0
2,48.134027204859194,-3.530682719262135,0.0
3,52.941650920841425,-1.347809924814519,0.0
4,46.36851909102895,-1.165153842570474,0.0
5,49.15233571804625,-6.033862927379889,0.0
6,14.970470577540576,-3.984308762360468,0.0
7,54.3281561309254,-3.2469502682778937,0.0
8,21.687466138578,-2.6061184719236525,0.0
9,37.92551070744879,-2.472054852508034,0.0
10,0.7940346795997656,-5.595692235141688,0.0
11,54.96497418677974,-3.660472986458367,0.0
12,10.833992430362278,-3.9570205754234737,0.0
13,1.1332823353792412,-3.1745110483086854,0.0
14,50.62774126869628,5.002382544466581,0.0
15,0.5983528183550036,-4.1731405120461895,0.0
16,54.43241522495227,-2.806405188528071,0.0
17,40.33762622874934,2.6079947445273906,0.0
18,32.36005433478948,-1.7225910225695884,0.0
19,54.25082602581883,-0.9752007462929706,0.0
20,43.46348397469894,-5.511617169322414,0.0
21,46.12337740631069,3.0227971223624817,0.0
22,13.149018766385108,-2.993353242903104,0.0
23,2.4076587505653957,3.1738360659913845,0.0
24,17.923129828900446,1.9388661431998067,0.0
25,17.730283891171982,-5.25616653737621,0.0
26,48.265651984499236,0.7563269903089207,0.0
27,33.77920307260742,-2.239785207749706,0.0
28,13.762056678791406,5.778168648432933,0.0
29,0.9772403892077015,1.2364073532890671,0.0
30,44.46794780164898,0.9917926722840695,0.0
31,6.411847471203465,-0.5306310618822243,0.0
32,46.00643399152139,-6.6512185607375525,0.0
33,36.9817690710442,-0.9719424009907502,0.0
34,37.64305606669174,5.736621437244633,0.0
35,46.43815624321717,-3.515047999482758,0.0
36,15.536650628805539,-5.94717313893197,0.0
37,44.725403110379595,5.445144459247233,0.0
38,52.47215337204277,-1.423244407002886,0.0
39,43.75288975941539,-4.533761138273954,0.0
40,37.00906741004341,4.624820281562011,0.0
41,23.58600450361588,0.37978415719427794,0.0
42,54.5049325698729,2.858120314878935,0.0
43,28.844301485665138,3.740315864796477,0.0
44,54.24427140975631,1.2176044613368049,0.0
45,19.34024690836308,0.6586604719751037,0.0
46,45.5042095150918,1.3816225476549082,0.0
47,24.48147087874489,-6.749654925376268,0.0
48,15.18548279978551,-5.337810899963911,0.0
49,35.57454177672498,4.029425128282481,0.0
50,20.457786169551145,2.5240822502688864,0.0
