tree_id,x,y,z
1,0.6877702757505345,-5.58070374611441,0.0
2,35.71756700855288,2.702686790253603,0.0
3,47.51622362287286,3.2962192448729315,0.0
4,28.34877957649495,-2.7499816034038655,0.0
5,12.390803446561161,5.469041010938124,0.0
6,45.10622358826626,0.15353306360299968,0.0
7,51.498352253251674,-6.140635376201618,0.0
8,16.071090985358516,0.8013804429509985,0.0
9,4.58327948887481,-1.3126692395132808,0.0
10,52.706723723326846,3.8996265710980147,0.0
11,35.71123027878301,6.264125962830686,0.0
12,55.2119767998376,-1.4231060769387591,0.0
13,43.859736359918266,6.616082743575589,0.0
14,21.143141449602815,1.3642359112047782,0.0
15,30.607247057262303,4.150474911283787,0.0
16,28.468499695322095,-3.9331407234837084,0.0
17,44.83704846488649,5.090784092135628,0.0
18,22.35586120216355,4.219735347458522,0.0
19,52.726726493587535,1.5898992712247484,0.0
20,38.366485247186766,6.479300317852797,0.0
21,54.753829516414044,-5.912611729464191,0.0
22,48.380788779428315,2.617618115417974,0.0
23,6.769060692633643,-1.9164978489137177,0.0
24,53.610472632472536,2.149701157946879,0.0
25,23.943433551383627,6.797764907466071,0.0
26,17.28954696552693,-5.0287778190618955,0.0
27,35.38309509256206,-3.2959964986253443,0.0
28,17.306537067761152,-4.639500251333131,0.0
29,30.28066593556998,-2.530467005308271,0.0
30,11.567653994400251,3.056408901393155,0.0
31,24.78447380213341,5.829479524415767,0.0
32,7.338013059902643,-2.9161603777098772,0.0
33,45.125315470267836,-2.5256561932359114,0.0
34,3.5984886092703974,1.1618537373425841,0.0
35,24.434870851736402,-2.23499072362843,0.0
36,2.621725534389401,6.45970317247566,0.0
37,38.636902921888925,0.6121748320461613,0.0
38,26.068300902568676,-3.457617237211557,0.0
39,5.505876209430681,-4.2408145918456785,0.0
40,16.56752271647979,-3.4871231911332075,0.0
41,40.026350461792184,1.9283028278161396,0.0
42,34.029907388845466,4.431013358087334,0.0
43,40.11041690072845,6.86892594528371,0.0
44,53.82457539786472,-4.997340281958672,0.0
45,21.57002079151284,0.5028556053560411,0.0
46,49.334419178649426,5.454983427895451,0.0
47,46.06653652439471,4.826273832846411,0.0
48,9.521809096392209,5.128050528696651,0.0
49,48.226928096112154,6.76572124195819,0.0
50,0.6836031700391361,-1.0823069367235743,0.0
