tree_id,x,y,z
1,22.22421606772006,-3.9630272608393655,0.0
2,32.81135069740188,4.4465249483626135,0.0
3,29.0711860679092,-6.8684416158365424,0.0
4,15.19288926778783,-0.03509969848028227,0.0
5,49.74268442922417,-5.745237975375595,0.0
6,30.92825914897115,-6.018787856574982,0.0
7,26.142571284682486,-3.3863104336934637,0.0
8,36.95781173383656,-1.5310693428231898,0.0
9,14.450445205935548,4.303570762676728,0.0
10,7.201268570026707,0.8355976861898,0.0
11,17.627382783210827,-3.702855346489488,0.0
12,55.099213619685216,-2.421419743825231,0.0
13,34.090522415499464,2.707827357530583,0.0
14,40.12188296785971,0.8536692437996427,0.0
15,3.575222841438004,1.562028377451922,0.0
16,33.05831066818557,-1.5590983956359192,0.0
17,48.05936771385509,5.399286626823848,0.0
18,35.502246149745154,6.000762644852623,0.0
19,31.52153619047678,-2.284605702053395,0.0
20,24.22503653477605,-6.633771868655833,0.0
21,1.7794879073814887,-6.642049859616816,0.0
22,14.421381429120999,2.4031648414682394,0.0
23,37.441357700754395,1.8292795323449145,0.0
24,8.786954478655183,-2.6169457387875337,0.0
25,28.897768518912052,2.110240909525629,0.0
26,40.6953687291444,-4.158951484080914,0.0
27,41.764714678818166,-2.3547347526485556,0.0
28,32.60844216745759,2.2458576673372743,0.0
29,35.19644369801777,2.7160478028974335,0.0
30,46.0004138028562,-3.8876163194770763,0.0
31,24.068221296648716,1.3178167403430407,0.0
32,51.4635413623706,0.034949229875623544,0.0
33,49.57619286645795,-4.4999249508507555,0.0
34,28.778990127612655,2.1646548852941,0.0
35,28.994383690672453,4.0657554879225515,0.0
36,19.76781687464454,-1.5962934805626343,0.0
37,35.61449877465126,1.057594321052381,0.0
38,25.02945380699784,1.043038035051305,0.0
39,13.59287643579037,-3.318370742548814,0.0
40,38.68935417210423,5.677113974702893,0.0
41,4.920055055000002,0.793942601777843,0.0
42,40.260585768596314,-4.070448380141398,0.0
43,22.983671721023406,4.599401655921348,0.0
44,12.607477661195658,-1.9759820492581568,0.0
45,35.80819031112309,1.5906090855475377,0.0
46,36.749889321701026,0.8897330844061031,0.0
47,44.011145514565854,-5.951805517166296,0.0
48,48.99920582925425,-3.2875615815174983,0.0
49,29.37418701714386,-4.455321181893196,0.0
50,20.018086815965773,6.074341218782644,0.0
51,14.145395679826645,3.2454522465813156,0.0
52,52.2352450943401,-2.2123783550360168,0.0
53,45.00058483129687,-2.7755521951304667,0.0
54,40.56107835795116,2.0180354128027105,0.0
55,31.8514672727433,-2.61491670281968,0.0
56,39.40400820028575,5.071707992375966,0.0
57,40.56688909181489,-3.975389105757281,0.0
58,40.774542866071066,-2.0250519417689024,0.0
59,4.492351995219928,3.361332294660663,0.0
60,18.233240565874173,-6.113909553221763,0.0
61,0.5327759034907465,-0.11909390912323836,0.0
62,27.48525387814934,2.1435517521328915,0.0
63,5.817559899777767,-3.6060372812700816,0.0
64,26.098311480357193,1.6959352226688988,0.0
65,39.32869151539814,4.7795320667368735,0.0
66,34.06429147850593,-5.742105388842626,0.0
67,8.703428433349131,6.216186743333905,0.0
68,22.254572645774424,-3.404226532560885,0.0
69,11.548326806342875,-1.2155799435722408,0.0
70,35.69263343151377,-0.9691136973678756,0.0
71,27.614307285849772,6.319841453210577,0.0
72,4.610144377923671,1.7577146713911667,0.0
73,5.05674092137643,-0.7724663562001037,0.0
74,40.18344389057003,-1.0666621056236236,0.0
75,23.1311429702501,-5.153844263249262,0.0
76,27.555625959291035,-5.92178535510973,0.0
77,38.1054488350311,0.26250052880363306,0.0
78,11.054731053361019,1.4666321139302525,0.0
79,14.89721863908997,3.4525149200084613,0.0
80,17.199615061385146,2.202033989103553,0.0
